,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us
1713,senator,noun,c1,/ˈsenətə(r)/,/ˈsenətər/,a member of a senate,Senator McCarthy,senator_uk.mp3,senator_us.mp3
1714,sensation,noun,c1,/senˈseɪʃn/,/senˈseɪʃn/,a feeling that you get when something affects your body,a tingling/burning sensation ,sensation_uk.mp3,sensation_us.mp3
1715,sensitivity,noun,c1,/ˌsensəˈtɪvəti/,/ˌsensəˈtɪvəti/,the ability to understand other people’s feelings,sensitivity to the needs of children,sensitivity_uk.mp3,sensitivity_us.mp3
1716,sentiment,noun,c1,/ˈsentɪmənt/,/ˈsentɪmənt/,"a feeling or an opinion, especially one based on emotions",the spread of nationalist sentiments,sentiment_uk.mp3,sentiment_us.mp3
1717,separation,noun,c1,/ˌsepəˈreɪʃn/,/ˌsepəˈreɪʃn/,the act of separating people or things; the state of being separate,"separation from somebody/something, the state’s eventual separation from the federation",separation_uk.mp3,separation_us.mp3
1718,serial,adjective,c1,/ˈsɪəriəl/,/ˈsɪriəl/,doing the same thing in the same way several times; done in the same way several times,a serial rapist,serial_uk.mp3,serial_us.mp3
1719,set-up,noun,c1,/ˈset ʌp/,/ˈset ʌp/,a way of organizing something; a system,I've only been here a couple of weeks and I don't really know the set-up.,set-up_uk.mp3,set-up_us.mp3
1720,settlement,noun,c1,/ˈsetlmənt/,/ˈsetlmənt/,an official agreement that ends an argument between two people or groups,to negotiate a peace settlement,settlement_uk.mp3,settlement_us.mp3
1721,settler,noun,b2,/ˈsetlə(r)/,/ˈsetlər/,a person who goes to live in a new country or region,Most of the settlers came from England.,settler_uk.mp3,settler_us.mp3
1722,severely,adverb,b2,/sɪˈvɪəli/,/sɪˈvɪrli/,very badly or seriously,severely injured,severely_uk.mp3,severely_us.mp3
1723,sexuality,noun,c1,/ˌsekʃuˈæləti/,/ˌsekʃuˈæləti/,the feelings and activities connected with a person’s sexual desires,He was confused about his sexuality.,sexuality_uk.mp3,sexuality_us.mp3
1724,sexy,adjective,b2,/ˈseksi/,/ˈseksi/,sexually attractive,the sexy lead singer,sexy_uk.mp3,sexy_us.mp3
1725,shaped,adjective,b2,/ʃeɪpt/,/ʃeɪpt/,having the type of shape mentioned,a huge balloon shaped like a giant cow,shaped_uk.mp3,shaped_us.mp3
1726,shareholder,noun,c1,/ˈʃeəhəʊldə(r)/,/ˈʃerhəʊldər/,an owner of shares in a company or business,the major shareholders in the company,shareholder_uk.mp3,shareholder_us.mp3
1727,shatter,verb,c1,/ˈʃætə(r)/,/ˈʃætər/,to suddenly break into small pieces; to make something suddenly break into small pieces,"shatter (into something), He dropped the vase and it shattered into pieces on the floor.",shatter_uk.mp3,shatter_us.mp3
1728,shed,verb,c1,/ʃed/,/ʃed/,to get rid of something that is no longer wanted,The factory is shedding a large number of jobs.,shed_uk.mp3,shed_us.mp3
1729,sheer,adjective,c1,/ʃɪə(r)/,/ʃɪr/,"used to emphasize the size, degree or amount of something",The area is under threat from the sheer number of tourists using it.,sheer_uk.mp3,sheer_us.mp3
1730,shipping,noun,c1,/ˈʃɪpɪŋ/,/ˈʃɪpɪŋ/,ships in general or considered as a group,The canal is open to shipping.,shipping_uk.mp3,shipping_us.mp3
1731,shocking,adjective,b2,/ˈʃɒkɪŋ/,/ˈʃɑːkɪŋ/,that offends or upsets people; that is morally wrong,shocking behaviour,shocking_uk.mp3,shocking_us.mp3
1732,shoot,noun,c1,/ʃuːt/,/ʃuːt/,the part that grows up from the ground when a plant starts to grow; a new part that grows on plants or trees,new green shoots,shoot_uk.mp3,shoot_us.mp3
1733,shore,noun,b2,/ʃɔː(r)/,/ʃɔːr/,"the land along the edge of the sea, the ocean or a lake",a rocky/sandy shore,shore_uk.mp3,shore_us.mp3
1734,short-term,adjective,b2,/ˌʃɔːt ˈtɜːm/,/ˌʃɔːrt ˈtɜːrm/,lasting a short time; designed only for a short period of time in the future,a short-term loan,short-term_uk.mp3,short-term_us.mp3
1735,shortage,noun,b2,/ˈʃɔːtɪdʒ/,/ˈʃɔːrtɪdʒ/,a situation when there is not enough of the people or things that are needed,food/housing/water shortages,shortage_uk.mp3,shortage_us.mp3
1736,shortly,adverb,b2,/ˈʃɔːtli/,/ˈʃɔːrtli/,a short time; not long,She arrived shortly after us.,shortly_uk.mp3,shortly_us.mp3
1737,shrink,verb,c1,/ʃrɪŋk/,/ʃrɪŋk/,"to become smaller, especially when washed in water that is too hot; to make clothes, cloth, etc. smaller in this way",My sweater shrank in the wash.,shrink_uk.mp3,shrink_us.mp3
1738,shrug,verb,c1,/ʃrʌɡ/,/ʃrʌɡ/,to raise your shoulders and then drop them to show that you do not know or care about something,Sam shrugged and said nothing.,shrug_uk.mp3,shrug_us.mp3
1739,sibling,noun,b2,/ˈsɪblɪŋ/,/ˈsɪblɪŋ/,a brother or sister,squabbles between siblings,sibling_uk.mp3,sibling_us.mp3
1740,sigh,noun,c1,/saɪ/,/saɪ/,an act or the sound of sighing,to give/heave/let out a sigh,sigh_uk.mp3,sigh_us.mp3
1741,sigh,verb,c1,/saɪ/,/saɪ/,"to take and then let out a long deep breath that can be heard, to show that you are disappointed, sad, tired, etc.",He sighed deeply at the thought.,sigh_uk.mp3,sigh_us.mp3
1742,signature,noun,b2,/ˈsɪɡnətʃə(r)/,/ˈsɪɡnətʃər/,"your name as you usually write it, for example at the end of a letter",Someone had forged her signature on the cheque.,signature_uk.mp3,signature_us.mp3
1743,significance,noun,b2,/sɪɡˈnɪfɪkəns/,/sɪɡˈnɪfɪkəns/,"the importance of something, especially when this has an effect on what happens in the future",a decision of major political significance,significance_uk.mp3,significance_us.mp3
1744,simulate,verb,c1,/ˈsɪmjuleɪt/,/ˈsɪmjuleɪt/,"to create particular conditions that exist in real life using computers, models, etc., usually for study or training purposes",Computer software can be used to simulate conditions on the seabed.,simulate_uk.mp3,simulate_us.mp3
1745,simulation,noun,c1,/ˌsɪmjuˈleɪʃn/,/ˌsɪmjuˈleɪʃn/,a situation in which a particular set of conditions is created artificially in order to study or experience something that could exist in reality,a computer simulation of how the planet functions,simulation_uk.mp3,simulation_us.mp3
1746,simultaneously,adverb,c1,/ˌsɪmlˈteɪniəsli/,/ˌsaɪmlˈteɪniəsli/,at the same time as something else,The game will be broadcast simultaneously on TV and radio.,simultaneously_uk.mp3,simultaneously_us.mp3
1747,sin,noun,c1,/sɪn/,/sɪn/,an offence against God or against a religious or moral law,to commit a sin,sin_uk.mp3,sin_us.mp3
1748,situated,adjective,c1,/ˈsɪtʃueɪtɪd/,/ˈsɪtʃueɪtɪd/,in a particular place or position,My bedroom was situated on the top floor of the house.,situated_uk.mp3,situated_us.mp3
1749,sketch,noun,c1,/sketʃ/,/sketʃ/,a simple picture that is drawn quickly and does not have many details,The artist is making sketches for his next painting.,sketch_uk.mp3,sketch_us.mp3
1750,skilled,adjective,b2,/skɪld/,/skɪld/,"having enough ability, experience and knowledge to be able to do something well",a skilled engineer/negotiator/craftsman,skilled_uk.mp3,skilled_us.mp3
1751,skip,verb,c1,/skɪp/,/skɪp/,to move forwards lightly and quickly making a little jump with each step,She skipped happily along beside me.,skip_uk.mp3,skip_us.mp3
1752,skull,noun,b2,/skʌl/,/skʌl/,the bone structure that forms the head and surrounds and protects the brain,a fractured skull,skull_uk.mp3,skull_us.mp3
1753,slam,verb,c1,/slæm/,/slæm/,"to shut, or to make something shut, with a lot of force, making a loud noise",I heard the door slam behind him.,slam_uk.mp3,slam_us.mp3
1754,slap,verb,c1,/slæp/,/slæp/,to hit somebody/something with the flat part of your hand,She slapped his face hard.,slap_uk.mp3,slap_us.mp3
1755,slash,verb,c1,/slæʃ/,/slæʃ/,"to make a long cut with a sharp object, especially in a violent way","slash something, Someone had slashed the tyres on my car.",slash_uk.mp3,slash_us.mp3
1756,slavery,noun,c1,/ˈsleɪvəri/,/ˈsleɪvəri/,the state of being forced to work as a slave,to be sold into slavery,slavery_uk.mp3,slavery_us.mp3
1757,slogan,noun,b2,/ˈsləʊɡən/,/ˈsləʊɡən/,"a word or phrase that is easy to remember, used for example by a political party or in advertising to attract people’s attention or to suggest an idea quickly",an advertising slogan,slogan_uk.mp3,slogan_us.mp3
1758,slot,noun,c1,/slɒt/,/slɑːt/,"a long, narrow opening, into which you put or fit something",to put some coins in the slot,slot_uk.mp3,slot_us.mp3
1759,smash,verb,c1,/smæʃ/,/smæʃ/,"to break something, or to be broken, violently and noisily into many pieces",Several windows had been smashed.,smash_uk.mp3,smash_us.mp3
1760,snap,verb,c1,/snæp/,/snæp/,to break something suddenly with a sharp noise; to be broken in this way,"snap something, The wind had snapped the tree in two.",snap_uk.mp3,snap_us.mp3
1761,so-called,adjective,b2,/ˌsəʊ ˈkɔːld/,/ˌsəʊ ˈkɔːld/,used to show that you do not think that the word or phrase that is being used to describe somebody/something is appropriate,the opinion of a so-called ‘expert’,so-called_uk.mp3,so-called_us.mp3
1762,soak,verb,c1,/səʊk/,/səʊk/,to put something in liquid for a time so that it becomes completely wet; to become completely wet in this way,"soak something (in something), I usually soak the beans overnight.",soak_uk.mp3,soak_us.mp3
1763,soar,verb,c1,/sɔː(r)/,/sɔːr/,"if the value, amount or level of something soars, it rises very quickly",soaring costs/prices/temperatures,soar_uk.mp3,soar_us.mp3
1764,socialist,adjective,c1,/ˈsəʊʃəlɪst/,/ˈsəʊʃəlɪst/,connected with socialism,socialist beliefs,socialist_uk.mp3,socialist_us.mp3
1765,sole,adjective,c1,/səʊl/,/səʊl/,only; single,the sole surviving member of the family,sole_uk.mp3,sole_us.mp3
1766,solely,adverb,c1,/ˈsəʊlli/,/ˈsəʊlli/,only; not involving somebody/something else,She was motivated solely by self-interest.,solely_uk.mp3,solely_us.mp3
1767,solicitor,noun,c1,/səˈlɪsɪtə(r)/,/səˈlɪsɪtər/,"a lawyer who prepares legal documents, for example for the sale of land or buildings, advises people on legal matters, and can speak for them in some courts of law",Her first step was to contact a solicitor for advice.,solicitor_uk.mp3,solicitor_us.mp3
1768,solidarity,noun,c1,/ˌsɒlɪˈdærəti/,/ˌsɑːlɪˈdærəti/,"support by one person or group of people for another because they share feelings, opinions, aims, etc.",community solidarity,solidarity_uk.mp3,solidarity_us.mp3
1769,solo,adjective,c1,/ˈsəʊləʊ/,/ˈsəʊləʊ/,"done by one person alone, without anyone helping them",his first solo flight,solo_uk.mp3,solo_us.mp3
1770,solo,noun,c1,/ˈsəʊləʊ/,/ˈsəʊləʊ/,"a piece of music, dance or entertainment performed by only one person",The song features an extended guitar solo.,solo_uk.mp3,solo_us.mp3
1771,somehow,adverb,b2,/ˈsʌmhaʊ/,/ˈsʌmhaʊ/,in a way that is not known or certain,We must stop him from seeing her somehow.,somehow_uk.mp3,somehow_us.mp3
1772,sometime,adverb,b2,/ˈsʌmtaɪm/,/ˈsʌmtaɪm/,at a time that you do not know exactly or has not yet been decided,I saw him sometime last summer.,sometime_uk.mp3,sometime_us.mp3
1773,sophisticated,adjective,b2,/səˈfɪstɪkeɪtɪd/,/səˈfɪstɪkeɪtɪd/,clever and complicated in the way that it works or is presented,highly sophisticated computer systems,sophisticated_uk.mp3,sophisticated_us.mp3
1774,sound,adjective,c1,/saʊnd/,/saʊnd/,sensible; that you can rely on and that will probably give good results,He's a person of very sound judgement.,sound_uk.mp3,sound_us.mp3
1775,sovereignty,noun,c1,/ˈsɒvrənti/,/ˈsɑːvrənti/,complete power to govern a country,The country claimed sovereignty over the island.,sovereignty_uk.mp3,sovereignty_us.mp3
1776,spam,noun,c1,/spæm/,/spæm/,advertising material sent by email to people who have not asked for it; advertising material on the internet that is not wanted ,to send/block spam,spam_uk.mp3,spam_us.mp3
1777,span,noun,c1,/spæn/,/spæn/,the length of time that something lasts or is able to continue,I worked with him over a span of six years.,span_uk.mp3,span_us.mp3
1778,span,verb,c1,/spæn/,/spæn/,to last all through a period of time or to cover the whole of it,His acting career spanned 55 years.,span_uk.mp3,span_us.mp3
1779,spare,adjective,b2,/speə(r)/,/sper/,available to do what you want with rather than work,He's studying music in his spare time.,spare_uk.mp3,spare_us.mp3
1780,spare,verb,c1,/speə(r)/,/sper/,"to make something such as time or money available to somebody or for something, especially when it requires an effort for you to do this","spare something/somebody, I'd love to have a break, but I can't spare the time just now.",spare_uk.mp3,spare_us.mp3
1781,spark,verb,c1,/spɑːk/,/spɑːrk/,"to cause something to start or develop, especially suddenly","spark something, The proposal would spark a storm of protest around the country.",spark_uk.mp3,spark_us.mp3
1782,specialize,verb,b2,/ˈspeʃəlaɪz/,/ˈspeʃəlaɪz/,"to become an expert in a particular area of work, study or business; to spend more time on one area of work, etc. than on others",Many students prefer not to specialize too soon.,specialize_uk.mp3,specialize_us.mp3
1783,specialized,adjective,c1,/ˈspeʃəlaɪzd/,/ˈspeʃəlaɪzd/,designed or developed for a particular purpose or area of knowledge,specialized equipment,specialized_uk.mp3,specialized_us.mp3
1784,specification,noun,c1,/ˌspesɪfɪˈkeɪʃn/,/ˌspesɪfɪˈkeɪʃn/,"a detailed description of how something is, or should be, designed or made",the technical specifications of the new model (= of car),specification_uk.mp3,specification_us.mp3
1785,specify,verb,b2,/ˈspesɪfaɪ/,/ˈspesɪfaɪ/,"to state something, especially by giving an exact measurement, time, exact instructions, etc.","specify something, Remember to specify your size when ordering clothes.",specify_uk.mp3,specify_us.mp3
1786,specimen,noun,c1,/ˈspesɪmən/,/ˈspesɪmən/,a small amount of something that shows what the rest of it is like,Astronauts have brought back specimens of rock from the moon.,specimen_uk.mp3,specimen_us.mp3
1787,spectacle,noun,c1,/ˈspektəkl/,/ˈspektəkl/,two lenses in a frame that rests on the nose and ears. People wear spectacles in order to be able to see better or to protect their eyes from bright light.,a pair of spectacles,spectacle_uk.mp3,spectacle_us.mp3
1788,spectacular,adjective,b2,/spekˈtækjələ(r)/,/spekˈtækjələr/,very impressive,The coastal road has spectacular scenery.,spectacular_uk.mp3,spectacular_us.mp3
1789,spectator,noun,b2,/spekˈteɪtə(r)/,/ˈspekteɪtər/,"a person who is watching an event, especially a sports event",The new football stadium will hold 75 000 spectators.,spectator_uk.mp3,spectator_us.mp3
1790,spectrum,noun,c1,/ˈspektrəm/,/ˈspektrəm/,"a band of coloured lights in order of their wavelengths, as seen in a rainbow and into which light may be separated",A spectrum is formed by a ray of light passing through a prism.,spectrum_uk.mp3,spectrum_us.mp3
1791,speculate,verb,b2,/ˈspekjuleɪt/,/ˈspekjuleɪt/,to form an opinion about something without knowing all the details or facts,"speculate (about/on/as to something), We all speculated about the reasons for her resignation.",speculate_uk.mp3,speculate_us.mp3
1792,speculation,noun,b2,/ˌspekjuˈleɪʃn/,/ˌspekjuˈleɪʃn/,the act of forming opinions about what has happened or what might happen without knowing all the facts,His private life is the subject of much speculation.,speculation_uk.mp3,speculation_us.mp3
1793,spell,noun,c1,/spel/,/spel/,a short period of time during which something lasts,We had a spell of warm weather in April.,spell_uk.mp3,spell_us.mp3
1794,sphere,noun,c1,/sfɪə(r)/,/sfɪr/,"a solid figure that is completely round, with every point on its surface at an equal distance from the centre",The Earth is not a perfect sphere.,sphere_uk.mp3,sphere_us.mp3
1795,spice,noun,b2,/spaɪs/,/spaɪs/,one of the various types of powder or seed that come from plants and are used in cooking. Spices have a strong taste and smell.,common spices such as ginger and cinnamon,spice_uk.mp3,spice_us.mp3
1796,spill,verb,b2,/spɪl/,/spɪl/,to flow over the edge of a container by accident; to make liquid do this,Water had spilled out of the bucket onto the floor.,spill_uk.mp3,spill_us.mp3
1797,spin,noun,c1,/spɪn/,/spɪn/,a very fast turning movement,Only in the last 50 years have we had clocks accurate enough to measure changes in the earth's spin.,spin_uk.mp3,spin_us.mp3
1798,spin,verb,c1,/spɪn/,/spɪn/,to turn round and round quickly; to make something do this,"(+ adv./prep.), The plane was spinning out of control.",spin_uk.mp3,spin_us.mp3
1799,spine,noun,c1,/spaɪn/,/spaɪn/,the row of small bones that are connected together down the middle of the back,A shiver went down my spine.,spine_uk.mp3,spine_us.mp3
1800,spite,noun,b2,/spaɪt/,/spaɪt/,a feeling of wanting to hurt or upset somebody,"out of spite, I'm sure he only said it out of spite.",spite_uk.mp3,spite_us.mp3
1801,spoil,verb,b2,/spɔɪl/,/spɔɪl/,"to change something good into something bad, unpleasant, etc.",Our camping trip was spoilt by bad weather.,spoil_uk.mp3,spoil_us.mp3
1802,spokesman,noun,b2,/ˈspəʊksmən/,/ˈspəʊksmən/,a person who speaks for a group or an organization,a police spokesman,spokesman_uk.mp3,spokesman_us.mp3
1803,spokesperson,noun,b2,/ˈspəʊkspɜːsn/,/ˈspəʊkspɜːrsn/,a person who speaks for a group or an organization,a council spokesperson,spokesperson_uk.mp3,spokesperson_us.mp3
1804,spokeswoman,noun,b2,/ˈspəʊkswʊmən/,/ˈspəʊkswʊmən/,a woman who speaks for a group or an organization,a government spokeswoman,spokeswoman_uk.mp3,spokeswoman_us.mp3
1805,sponsorship,noun,b2,/ˈspɒnsəʃɪp/,/ˈspɑːnsərʃɪp/,financial support from a sponsor,a $50 million sponsorship deal,sponsorship_uk.mp3,sponsorship_us.mp3
1806,sporting,adjective,b2,/ˈspɔːtɪŋ/,/ˈspɔːrtɪŋ/,connected with sports,a major sporting event,sporting_uk.mp3,sporting_us.mp3
1807,spotlight,noun,c1,/ˈspɒtlaɪt/,/ˈspɑːtlaɪt/,"a light with a single, very bright beam that can be directed at a particular place or person, especially a performer on the stage",The room was lit by spotlights.,spotlight_uk.mp3,spotlight_us.mp3
1808,spouse,noun,c1,/spaʊs/,/spaʊs/,a husband or wife,Fill in your spouse’s name here.,spouse_uk.mp3,spouse_us.mp3
1809,spy,noun,c1,/spaɪ/,/spaɪ/,"a person who tries to get secret information about another country, organization or person, especially somebody who is employed by a government or the police",He was denounced as a foreign spy.,spy_uk.mp3,spy_us.mp3
1810,spy,verb,c1,/spaɪ/,/spaɪ/,"to collect secret information about another country, organization or person",He spied for his government for more than ten years.,spy_uk.mp3,spy_us.mp3
1811,squad,noun,c1,/skwɒd/,/skwɑːd/,a section of a police force that deals with a particular type of crime,the drugs/fraud/bomb/riot squad ,squad_uk.mp3,squad_us.mp3
1812,squeeze,verb,c1,/skwiːz/,/skwiːz/,"to press something, especially with your fingers",to squeeze a tube of toothpaste,squeeze_uk.mp3,squeeze_us.mp3
1813,stab,verb,c1,/stæb/,/stæb/,"to push a sharp, pointed object, especially a knife, into somebody, killing or injuring them",He was stabbed to death in a racist attack.,stab_uk.mp3,stab_us.mp3
1814,stability,noun,c1,/stəˈbɪləti/,/stəˈbɪləti/,the quality or state of being steady and not changing or being upset in any way (= the quality of being stable),political/economic/social stability,stability_uk.mp3,stability_us.mp3
1815,stabilize,verb,c1,/ˈsteɪbəlaɪz/,/ˈsteɪbəlaɪz/,to become or to make something become steady and unlikely to change; to make something stable,The patient's condition stabilized.,stabilize_uk.mp3,stabilize_us.mp3
1816,stake,noun,c1,/steɪk/,/steɪk/,money that somebody invests in a company,a 20 per cent stake in the business,stake_uk.mp3,stake_us.mp3
1817,stall,noun,b2,/stɔːl/,/stɔːl/,"a table or small shop with an open front that people sell things from, especially at a market",He works on a market stall in the Square.,stall_uk.mp3,stall_us.mp3
1818,stance,noun,b2,/stæns/,/stæns/,the opinions that somebody has about something and expresses publicly,What is the newspaper's stance on the war?,stance_uk.mp3,stance_us.mp3
1819,standing,adjective,c1,/ˈstændɪŋ/,/ˈstændɪŋ/,done from a position in which you are standing rather than sitting or running,a standing jump/start,standing_uk.mp3,standing_us.mp3
1820,stark,adjective,c1,/stɑːk/,/stɑːrk/,"unpleasant; real, and impossible to avoid",The author paints a stark picture of life in a prison camp.,stark_uk.mp3,stark_us.mp3
1821,starve,verb,b2,/stɑːv/,/stɑːrv/,to suffer or die because you do not have enough food to eat; to make somebody suffer or die in this way,The animals were left to starve to death.,starve_uk.mp3,starve_us.mp3
1822,statistical,adjective,c1,/stəˈtɪstɪkl/,/stəˈtɪstɪkl/,connected with or based on statistics,statistical analysis,statistical_uk.mp3,statistical_us.mp3
1823,steadily,adverb,b2,/ˈstedəli/,/ˈstedəli/,gradually and in an even and regular way,The company's exports have been increasing steadily.,steadily_uk.mp3,steadily_us.mp3
1824,steam,noun,b2,/stiːm/,/stiːm/,the hot gas that water changes into when it boils,Steam rose from the boiling kettle.,steam_uk.mp3,steam_us.mp3
1825,steer,verb,c1,/stɪə(r)/,/stɪr/,"to control the direction in which a boat, car, etc. moves",He steered the boat into the harbour.,steer_uk.mp3,steer_us.mp3
1826,stem,noun,c1,/stem/,/stem/,"the main long, thin part of a plant above the ground from which the leaves or flowers grow; a smaller part that grows from this and supports flowers or leaves","long, trailing stems of ivy",stem_uk.mp3,stem_us.mp3
1827,stem,verb,c1,/stem/,/stem/,to stop something that is flowing from spreading or increasing,The cut was bandaged to stem the bleeding.,stem_uk.mp3,stem_us.mp3
1828,stereotype,noun,c1,/ˈsteriətaɪp/,/ˈsteriətaɪp/,"a fixed idea or image that many people have of a particular type of person or thing, but which is often not true in reality and may cause hurt and offence",cultural/gender/racial stereotypes,stereotype_uk.mp3,stereotype_us.mp3
1829,stimulate,verb,b2,/ˈstɪmjuleɪt/,/ˈstɪmjuleɪt/,to make something develop or become more active; to encourage something,The exhibition has stimulated interest in her work.,stimulate_uk.mp3,stimulate_us.mp3
1830,stimulus,noun,c1,/ˈstɪmjələs/,/ˈstɪmjələs/,something that helps somebody/something to develop better or more quickly,"stimulus for something, Books provide children with ideas and a stimulus for play.",stimulus_uk.mp3,stimulus_us.mp3
1831,stir,verb,c1,/stɜː(r)/,/stɜːr/,"to move a liquid or substance around, using a spoon or something similar, in order to mix it completely","stir something, She stirred her tea.",stir_uk.mp3,stir_us.mp3
1832,storage,noun,c1,/ˈstɔːrɪdʒ/,/ˈstɔːrɪdʒ/,the process of keeping something in a particular place until it is needed; the space where things can be kept,tables that fold flat for storage,storage_uk.mp3,storage_us.mp3
1833,straightforward,adjective,c1,/ˌstreɪtˈfɔːwəd/,/ˌstreɪtˈfɔːrwərd/,easy to do or to understand; not complicated,It's a relatively straightforward process.,straightforward_uk.mp3,straightforward_us.mp3
1834,strain,noun,c1,/streɪn/,/streɪn/,pressure on a system or relationship because great demands are being placed on it,The transport service cannot cope with the strain of so many additional passengers.,strain_uk.mp3,strain_us.mp3
1835,strand,noun,c1,/strænd/,/strænd/,"a single thin piece of thread, wire, hair, etc.",He pulled at a loose strand of wool in his sweater.,strand_uk.mp3,strand_us.mp3
1836,strategic,adjective,c1,/strəˈtiːdʒɪk/,/strəˈtiːdʒɪk/,done as part of a plan that is meant to achieve a particular purpose or to gain an advantage,strategic planning,strategic_uk.mp3,strategic_us.mp3
1837,strengthen,verb,b2,/ˈstreŋkθn/,/ˈstreŋkθn/,to become more powerful or effective; to make somebody/something more powerful or effective,Her position in the party has strengthened in recent weeks.,strengthen_uk.mp3,strengthen_us.mp3
1838,strictly,adverb,b2,/ˈstrɪktli/,/ˈstrɪktli/,with a lot of control and rules that must be obeyed,She was brought up very strictly.,strictly_uk.mp3,strictly_us.mp3
1839,striking,adjective,c1,/ˈstraɪkɪŋ/,/ˈstraɪkɪŋ/,interesting and unusual enough to attract attention,a striking feature,striking_uk.mp3,striking_us.mp3
1840,strip,noun,c1,/strɪp/,/strɪp/,"a long narrow piece of paper, metal, cloth, etc.",a strip of material,strip_uk.mp3,strip_us.mp3
1841,strip,verb,c1,/strɪp/,/strɪp/,to take off all or most of your clothes or another person’s clothes,I stripped and washed myself all over.,strip_uk.mp3,strip_us.mp3
1842,strive,verb,c1,/straɪv/,/straɪv/,to try very hard to achieve something,"strive for something, We encourage all members to strive for the highest standards.",strive_uk.mp3,strive_us.mp3
1843,stroke,noun,b2,/strəʊk/,/strəʊk/,"an act of hitting a ball, for example with a bat or racket",What a beautiful stroke!,stroke_uk.mp3,stroke_us.mp3
1844,structural,adjective,c1,/ˈstrʌktʃərəl/,/ˈstrʌktʃərəl/,connected with the way in which something is built or organized,Storms have caused structural damage to hundreds of homes.,structural_uk.mp3,structural_us.mp3
1845,stumble,verb,c1,/ˈstʌmbl/,/ˈstʌmbl/,to hit your foot against something while you are walking or running and almost fall,The child stumbled and fell.,stumble_uk.mp3,stumble_us.mp3
1846,stun,verb,c1,/stʌn/,/stʌn/,"to make a person or an animal unconscious for a short time, especially by hitting them on the head",The fall stunned me for a moment.,stun_uk.mp3,stun_us.mp3
1847,stunning,adjective,b2,/ˈstʌnɪŋ/,/ˈstʌnɪŋ/,extremely attractive or impressive,You look absolutely stunning!,stunning_uk.mp3,stunning_us.mp3
1848,submission,noun,c1,/səbˈmɪʃn/,/səbˈmɪʃn/,the act of accepting that somebody has defeated you and that you must obey them,a gesture of submission,submission_uk.mp3,submission_us.mp3
1849,subscriber,noun,c1,/səbˈskraɪbə(r)/,/səbˈskraɪbər/,"a person who pays money, usually once a year, to receive regular copies of a magazine or newspaper or have access to it online",subscribers to ‘New Scientist’,subscriber_uk.mp3,subscriber_us.mp3
1850,subscription,noun,c1,/səbˈskrɪpʃn/,/səbˈskrɪpʃn/,"an amount of money that you pay regularly to receive a service, be a member of a club, support a charity or receive regular copies of a newspaper or magazine; the act of paying this money",an annual subscription,subscription_uk.mp3,subscription_us.mp3
1851,subsequent,adjective,b2,/ˈsʌbsɪkwənt/,/ˈsʌbsɪkwənt/,happening or coming after something else,subsequent generations,subsequent_uk.mp3,subsequent_us.mp3
1852,subsequently,adverb,b2,/ˈsʌbsɪkwəntli/,/ˈsʌbsɪkwəntli/,afterwards; later; after something else has happened,The original interview notes were subsequently lost.,subsequently_uk.mp3,subsequently_us.mp3
1853,subsidy,noun,c1,/ˈsʌbsədi/,/ˈsʌbsədi/,money that is paid by a government or an organization to reduce the costs of services or of producing goods so that their prices can be kept low,agricultural subsidies,subsidy_uk.mp3,subsidy_us.mp3
1854,substantial,adjective,c1,/səbˈstænʃl/,/səbˈstænʃl/,"large in amount, value or importance",substantial sums of money,substantial_uk.mp3,substantial_us.mp3
1855,substantially,adverb,c1,/səbˈstænʃəli/,/səbˈstænʃəli/,very much; a lot,The costs have increased substantially.,substantially_uk.mp3,substantially_us.mp3
1856,substitute,noun,c1,/ˈsʌbstɪtjuːt/,/ˈsʌbstɪtuːt/,a person or thing that you use or have instead of the one you normally use or have,a meat substitute,substitute_uk.mp3,substitute_us.mp3
1857,substitute,verb,c1,/ˈsʌbstɪtjuːt/,/ˈsʌbstɪtuːt/,to take the place of somebody/something else; to use somebody/something instead of somebody/something else,"substitute for somebody/something, Nothing can substitute for the advice your doctor is able to give you.",substitute_uk.mp3,substitute_us.mp3
1858,substitution,noun,c1,/ˌsʌbstɪˈtjuːʃn/,/ˌsʌbstɪˈtuːʃn/,an act of using one person or thing in the place of another,Two substitutions were made during the game.,substitution_uk.mp3,substitution_us.mp3
1859,subtle,adjective,c1,/ˈsʌtl/,/ˈsʌtl/,not very obvious or easy to notice ,"subtle colours/flavours/smells, etc.",subtle_uk.mp3,subtle_us.mp3
1860,suburb,noun,b2,/ˈsʌbɜːb/,/ˈsʌbɜːrb/,an area where people live that is outside the centre of a city,a suburb of London,suburb_uk.mp3,suburb_us.mp3
1861,suburban,adjective,c1,/səˈbɜːbən/,/səˈbɜːrbən/,in or connected with a suburb,suburban areas,suburban_uk.mp3,suburban_us.mp3
1862,succession,noun,c1,/səkˈseʃn/,/səkˈseʃn/,a number of people or things that follow each other in time or order,a succession of visitors,succession_uk.mp3,succession_us.mp3
1863,successive,adjective,c1,/səkˈsesɪv/,/səkˈsesɪv/,following immediately one after the other,This was their fourth successive win.,successive_uk.mp3,successive_us.mp3
1864,successor,noun,c1,/səkˈsesə(r)/,/səkˈsesər/,a person or thing that comes after somebody/something else and takes their/its place,Who's the likely successor to him as party leader?,successor_uk.mp3,successor_us.mp3
